timestamp,pos_x,pos_y,heading_deg,sog_kts,rot_deg_min,u_mps,v_mps,r_rad_s,control_rpm,control_rudder_deg
0.0,0.0,1000.0,0.0,7.999974599680001,0.0,4.115552,0.0,0.0,50.0,0.0
0.1,0.4115384953481834,999.9999998327097,359.999999416624,7.999649887976789,-0.0003500255738987142,4.115384953481834,-1.6729025712783782e-06,-1.0181831217858812e-07,50.0,0.0
0.2,0.8230602901715385,999.9999994934523,359.99999825557086,7.999325256497024,-0.0006966318961221314,4.115217948233585,-3.3506736690633475e-06,-2.0264200436237185e-07,50.0,0.0
0.30000000000000004,1.2345653885958792,999.9999989775989,359.9999965224935,7.99900070521799,-0.0010398463970510284,4.115050984243562,-5.033246888841222e-06,-3.0247905572567833e-07,50.0,0.0
0.4,1.6460537947458451,999.9999982805684,359.9999942229997,7.998676234116973,-0.001379696296279142,4.114884061500074,-6.7205563867886585e-06,-4.0133738412737026e-07,50.0,0.0
0.5,2.0575255127449017,999.999997397827,359.999991362652,7.998351843171272,-0.0017162086041720272,4.1147171799914375,-8.412536875388459e-06,-4.992248465642994e-07,50.0,0.0
0.6,2.468980546715342,999.9999963248877,359.9999879469685,7.998027532358196,-0.002049410123415238,4.114550339705972,-1.0109123619078047e-05,-5.961492396216539e-07,50.0,0.0
0.7,2.880418900778285,999.9999950573101,359.9999839814227,7.997703301655067,-0.002379327450552035,4.114383540632005,-1.181025242993056e-05,-6.921182999202597e-07,50.0,0.0
0.7999999999999999,3.2918405790536776,999.9999935907001,359.9999794714444,7.9973791510392065,-0.0027059869775105903,4.114216782757866,-1.351585966336857e-05,-7.871397045608259e-07,50.0,0.0
0.8999999999999999,3.7032455856602953,999.9999919207092,359.9999744224196,7.997055080487958,-0.0030294148931207963,4.1140500660718935,-1.5225882213909657e-05,-8.812210715651669e-07,50.0,0.0
0.9999999999999999,4.114633924715741,999.9999900430344,359.99996883969095,7.996731089978668,-0.00334963718462066,4.113883390562427,-1.6940257510944277e-05,-9.743699603143947e-07,50.0,0.0
